1.913607036688369234e-01,1.828373229467876171e-01,1.796362212255428192e-01,1.753703260480664883e-01
8.462927833679208256e-02,1.141481274001583529e-01,7.302940316816905475e-02,1.561908600648573286e-01
1.351836260050321981e-01,1.311810959831218593e-01,1.309477130874442397e-01,1.323655310245455408e-01
3.362957746714641261e-02,4.649546840932766711e-02,3.773565291602563182e-02,1.114324187730976884e-01
2.266247876870997047e-01,1.804527504796998860e-01,1.516057814661546099e-01,1.451266190394316091e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.385917588062172690e-01,4.382622319274570577e-02,9.081382157825350354e-02,7.084123373835066184e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.741128625437303179e-01,1.830292661188977210e-01,1.890026087836876312e-01,2.950262226165697443e-01
2.127598517508513531e-01,3.844786437456654271e-01,2.805989832614330659e-01,2.145638541870509286e-01
4.040151918013393795e-01,2.919187197625077723e-01,2.652299343511955732e-01,1.686349133534236211e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.006870769893261741e-01,2.587469964284478952e-01,5.589955641863492142e-01,3.547740434152003575e-01
5.005345452649453408e-01,8.105259572577387939e-01,5.876370789621908619e-01,5.233796495183908881e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
