1.587607814569644837e-01,1.687856859434099521e-01,1.590620714042847994e-01,1.588748219292620001e-01
1.259763237187165597e-01,1.045008051570661678e-01,8.758281789997292288e-02,1.596717383834088955e-01
1.727845821201954846e-01,1.449919508554207426e-01,1.093188665097720863e-01,1.231581578592129550e-01
6.564653313515193822e-02,8.572784854108730923e-02,5.999243315481110617e-02,1.146380015368120842e-01
2.020956195287571533e-01,1.601936668590349944e-01,1.688132581546926414e-01,1.408559327514955495e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.381007123798484726e-01,5.974571345554618301e-02,1.717565423519057111e-01,3.059904757716976412e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.768442450023664514e-01,1.822160694697546324e-01,1.659975551513878933e-01,2.554204552762587843e-01
2.437598881241301862e-01,3.560542258812044447e-01,2.918678647169598017e-01,2.185029565244440142e-01
3.807184248406175198e-01,3.181947433357802391e-01,3.644048664756444622e-01,1.712297858898780001e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.569985913530609678e-01,3.155884739686143914e-01,4.660060404218774877e-01,2.949900718122175913e-01
5.547712838722834716e-01,7.553581119861322302e-01,6.043478581362744517e-01,5.819095870789572356e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
